Storekey,Country,City,Total_Sales
0,United States,Missouri Valley,91.56999969482422
5,Australia,BAKERS CREEK,91.51000213623047
9,Canada,Cambridge Bay,91.51000213623047
24,Germany,Georgensgmünd,91.51000213623047
0,Germany,Berlin Zehlendorf,91.51000213623047
38,United Kingdom,NORMANTON,91.51000213623047
61,United States,Bell,91.51000213623047
47,United States,Spider Lake,91.51000213623047
64,United States,Warrensville Heights,91.51000213623047
62,United States,Levittown,91.44000244140625
48,United States,Laredo,91.44000244140625
40,United Kingdom,BELL END,91.34000205993652
0,United States,Gary,91.21000242233276
29,Italy,Teglia,91.09000205993652
13,France,MEUDON,91.05999755859375
0,United Kingdom,BUTLER'S CROSS,91.05999755859375
22,Germany,Eßweiler,91.05000305175781
57,United States,Porter,91.05000305175781
65,United States,Cliffside Park,91.05000305175781
64,United States,Boron,91.02000045776367
49,United States,Northfield,91.02000045776367
10,Canada,Strathmore,90.7400016784668
30,Italy,Sala,90.55000305175781
64,United States,Uniondale,90.55000305175781
43,United States,Browerville,90.36000061035156
42,United Kingdom,PATTISWICK,90.35000228881836
45,United States,Englewood,90.23999977111816
38,United Kingdom,POLWARTH,90.13999938964844
17,France,ORLY,90.10000038146973
36,United Kingdom,PILLERTON PRIORS,89.94000053405762
65,United States,Bloomsburg,89.8900032043457
39,United Kingdom,COLNE ENGAINE,89.88999652862549
12,France,COLOMIERS,89.71999835968018
53,United States,Fayetteville,89.71000051498413
45,United States,Euless,89.68999671936035
6,Australia,LAURA,89.6500015258789
39,United Kingdom,ITTON,89.45999908447266
57,United States,Helen,89.45000076293945
22,Germany,Burgthann,88.95000076293945
5,Australia,KINGS FOREST,88.79000091552734
18,France,VÉNISSIEUX,88.72000122070312
22,Germany,Bayreuth,88.2400016784668
51,United States,Bolton,88.24000072479248
29,Italy,Civo,88.19999694824219
36,United Kingdom,NEW RACKHEATH,88.19999694824219
50,United States,Rancho Dominguez,88.19999694824219
55,United States,Medway,88.1100025177002
47,United States,Covington,87.84000015258789
37,United Kingdom,HENFIELD,87.68000030517578
36,United Kingdom,MINEHEAD,87.68000030517578
42,United Kingdom,PRINCETOWN,87.68000030517578
49,United States,Colorado Springs,87.68000030517578
55,United States,Archer,87.68000030517578
47,United States,Fair Oaks,87.68000030517578
36,United Kingdom,NORMANTON ON TRENT,87.60000324249268
55,United States,East Hampton,87.43999814987183
6,Australia,EMBLETON,87.37999725341797
0,Germany,Ulm Mähringen,87.37999725341797
63,United States,Edgerton,87.37999725341797
0,United States,Palmersville,87.37999725341797
36,United Kingdom,FARTHINGLOE,87.37000274658203
43,United States,Ann Arbor,87.37000274658203
53,United States,Warren,87.37000274658203
0,United States,Reddick,87.37000274658203
44,United States,Winston Salem,87.37000274658203
20,Germany,Daldorf,87.36999893188477
63,United States,Metairie,87.31999778747559
27,Germany,Dietersheim,87.25000381469727
38,United Kingdom,DUNALASTAIR,87.25000381469727
41,United Kingdom,MAESYCRUGIAU,87.25000381469727
53,United States,Oldtown,87.25000381469727
0,United States,Beckville,87.03000068664551
5,Australia,SOUTH BROKEN HILL,86.91000366210938
0,Italy,Rettorgole,86.91000366210938
65,United States,Gloucester,86.91000366210938
56,United States,Hayneville,86.91000366210938
0,United Kingdom,ARDRADNAIG,86.86999893188477
1,Australia,PHOENIX PARK,86.84000015258789
56,United States,East Liverpool,86.68000030517578
43,United States,Unalaska,86.66999816894531
62,United States,Chester Heights,86.66999816894531
44,United States,Buford,86.66999816894531
45,United States,Hempstead,86.66999816894531
62,United States,Covina,86.66999816894531
0,Netherlands,Purmerend,86.62000274658203
34,Netherlands,Vianen,86.62000274658203
48,United States,Warm Lake,86.55000305175781
44,United States,Franklin Boro,86.49999618530273
5,Australia,CURLEWIS,86.44999694824219
0,United States,Johnston,86.44999694824219
45,United States,Clairton,86.44999694824219
29,Italy,Campagnola,86.22999858856201
55,United States,Silver Spring,86.1500015258789
4,Australia,BRIDGES,86.13999938964844
8,Canada,Drayton Valley,86.13999938964844
22,Germany,Landsberg,86.13999938964844
27,Germany,Gevenich,86.13999938964844
16,France,PLAISIR,86.13999938964844
0,France,LA ROCHELLE,86.13999938964844
40,United Kingdom,CONSETT,86.13999938964844
39,United Kingdom,OVER WALLOP,86.13999938964844
44,United States,Goshen,86.13999938964844
57,United States,Sacramento,86.13999938964844
57,United States,Wooster,86.13999938964844
65,United States,Cincinnati,86.13999938964844
61,United States,City Of Commerce,86.13999938964844
55,United States,Harrisonburg,86.13999938964844
37,United Kingdom,CHUTE STANDEN,85.97000122070312
10,Canada,Repulse Bay,85.94999694824219
23,Germany,Bremen Schönebeck,85.94999694824219
23,Germany,Weiden,85.94999694824219
42,United Kingdom,BALCHLADICH,85.67999839782715
0,United States,Fargo,85.67999839782715
27,Germany,Hochscheid,85.64999771118164
42,United Kingdom,AYSIDE,85.64999771118164
63,United States,Grove City,85.55999994277954
61,United States,Churchville,85.5
24,Germany,Offenbach am Main,85.43999862670898
59,United States,Beaumont,85.43999862670898
0,Italy,Manzi,84.94000244140625
55,United States,South Bend,84.84999680519104
65,United States,Fort Wayne,84.83999633789062
9,Canada,Stirling,84.76999759674072
43,United States,City Of Commerce,84.75
22,Germany,Schauren,84.63999938964844
24,Germany,Berghausen,84.63000106811523
22,Germany,Waldkraiburg,84.63000106811523
23,Germany,Bonndorf,84.48999786376953
30,Italy,Teglia,84.48999786376953
36,United Kingdom,BURSCOUGH BRIDGE,84.48999786376953
43,United States,Sedona,84.48999786376953
0,United States,Norborne,84.48999786376953
50,United States,Sperryville,84.48999786376953
0,Australia,STANWELL TOPS,84.14999771118164
51,United States,Mcclellan Afb,84.12000274658203
53,United States,Wyoming,84.12000274658203
51,United States,Fayette,84.09000015258789
44,United States,Lawrence,84.04999923706055
39,United Kingdom,BRANSTON BOOTHS,83.70000076293945
54,United States,Santa Monica,83.68000221252441
6,Australia,OCEAN REEF,83.5999984741211
15,France,MÂCON,83.59000253677368
0,Australia,MAPOON,83.29999780654907
23,Germany,Fuchstal,83.23999786376953
22,Germany,Heilbronn Heilbronn,83.23999786376953
0,Germany,Berlin Buckow,83.23999786376953
0,Italy,Quarto Oggiaro,83.23999786376953
0,United Kingdom,DENHAM,83.23999786376953
40,United Kingdom,EASTRY,83.23999786376953
40,United Kingdom,OLD PORTLETHEN,83.23999786376953
49,United States,Pampa,83.23999786376953
55,United States,Bonduel,83.23999786376953
47,United States,Edinburg,83.23999786376953
53,United States,Flint,83.16000366210938
4,Australia,BARA,83.0999984741211
65,United States,Macomb,83.0999984741211
0,United Kingdom,QUADRING,83.04999828338623
0,United States,Fayette,83.0300030708313
28,Italy,Campo Calabro,82.83000183105469
40,United Kingdom,LIFTON,82.83000183105469
40,United Kingdom,WATERSIDE,82.83000183105469
36,United Kingdom,LITTLE SMEATON,82.83000183105469
53,United States,Sebring,82.83000183105469
44,United States,Unionville,82.83000183105469
65,United States,Libertyville,82.83000183105469
64,United States,Youngstown,82.83000183105469
8,Canada,Cobourg,82.77000045776367
56,United States,Charlottesville,82.77000045776367
66,United States,Baltimore,82.77000045776367
44,United States,Lavaca,82.77000045776367
31,Netherlands,Sas van Gent,82.7699966430664
38,United Kingdom,LOWER TEAN,82.7699966430664
37,United Kingdom,LONG SUTTON,82.7699966430664
38,United Kingdom,BURWELL,82.7699966430664
40,United Kingdom,MILTON REGIS,82.7699966430664
0,United States,Caruthers,82.7699966430664
59,United States,Bedford,82.7699966430664
56,United States,Durham,82.7699966430664
0,United States,Coweta,82.7699966430664
50,United States,Watertown,82.7699966430664
30,Italy,Lipomo,82.72000169754028
51,United States,Wayne,82.70000457763672
22,Germany,Zorneding,82.67999982833862
45,United States,Columbus,82.58999633789062
0,United Kingdom,TALWRN,82.31999969482422
55,United States,Donaldsonville,82.29999923706055
10,Canada,Dauphin,82.16999816894531
36,United Kingdom,MILTON LOCKHART,82.16999816894531
0,United Kingdom,TRESPARRETT,82.08000183105469
5,Australia,NEERIM SOUTH,81.86000061035156
53,United States,Plymouth,81.80000114440918
0,United States,Senatobia,81.55999755859375
38,United Kingdom,CHARMOUTH,81.54999732971191
30,Italy,Montalcino,81.5199966430664
45,United States,Farmingdale,81.5199966430664
62,United States,Avon Park,81.5199966430664
36,United Kingdom,CONSTANTINE,81.5
0,Germany,Meißen,81.39999771118164
27,Germany,Schermbeck,81.3899974822998
36,United Kingdom,RATHLIESBEAG,81.3899974822998
49,United States,Norcross,81.3899974822998
0,United Kingdom,FIELD HEAD,81.24000120162964
61,United States,Stlouis,80.99000239372253
5,Australia,BIDWILL,80.96000099182129
10,Canada,Centralia,80.95999956130981
32,Netherlands,Berlicum,80.91999816894531
0,United Kingdom,UPPER HULME,80.87000250816345
64,United States,Jonesville,80.56000185012817
62,United States,Staten Island,80.55999755859375
59,United States,Carthage,80.34000015258789
37,United Kingdom,STRATFORD TONY,80.01000022888184
36,United Kingdom,KIPLIN,80.01000022888184
0,United States,Bainbridge,80.01000022888184
31,Netherlands,Huis ter Heide,79.97999811172485
24,Germany,Ihringen,79.8600025177002
31,Netherlands,Katwijk,79.8600025177002
38,United Kingdom,KINGSWOOD,79.8600025177002
56,United States,Island Lake,79.8600025177002
54,United States,Enid,79.8600025177002
66,United States,Bridgeport,79.8600025177002
55,United States,Table Grove,79.73999977111816
22,Germany,Riedenburg,79.70999908447266
64,United States,China Lake,79.54000091552734
0,Canada,Port Perry,79.52999877929688
20,Germany,Grafing,79.52999877929688
26,Germany,Neuhausen,79.52999877929688
21,Germany,Stuttgart Schönberg,79.52999877929688
17,France,MARSEILLE,79.52999877929688
0,United Kingdom,FARTHINGLOE,79.52999877929688
40,United Kingdom,KILLEN,79.52999877929688
40,United Kingdom,WHEATON ASTON,79.52999877929688
37,United Kingdom,AUCHNABONY,79.52999877929688
38,United Kingdom,WEST WILLIAMSTON,79.52999877929688
27,Germany,Rommerskirchen,79.5199966430664
10,Canada,Cornwall,79.34999871253967
44,United States,Victoria,79.2100019454956
36,United Kingdom,ABBOTSKERSWELL,79.19999980926514
51,United States,New Iberia,79.0200023651123
0,United States,Suffield,78.72000026702881
63,United States,Miami Springs,78.62999725341797
51,United States,Fort Worth,78.62999725341797
19,Germany,Jerrishoe,78.60000228881836
28,Italy,Nureci,78.60000228881836
16,France,VILLENEUVE-D'ASCQ,78.37999773025513
43,United States,Harrisburg,78.21999883651733
24,Germany,Ulm Mähringen,78.19000244140625
0,United Kingdom,RHYDYMWYN,78.0999984741211
19,Germany,Durchhausen,78.0
0,Germany,Birkenhain,77.87999746203423
42,United Kingdom,WHITKIRK,77.39999985694885
62,United States,Chantilly,77.31000137329102
42,United Kingdom,WHEATON ASTON,77.06000137329102
44,United States,Nucla,76.99000072479248
40,United Kingdom,MILSTON,76.97999954223633
53,United States,Kansas City,76.96999645233154
8,Canada,Dodsland,76.54999923706055
40,United Kingdom,NEWCHURCH,76.52999877929688
17,France,DEUIL-LA-BARRE,76.5200023651123
39,United Kingdom,WHINBURGH,76.46999931335449
12,France,THONON-LES-BAINS,76.44999694824219
29,Italy,Cese,76.44999694824219
38,United Kingdom,HOUGHTON ST GILES,76.44999694824219
38,United Kingdom,CROSS INN,76.44999694824219
38,United Kingdom,MIDDLESTONE MOOR,76.40999984741211
0,Italy,Spinetta,76.39999866485596
63,United States,Toronto,76.39999771118164
63,United States,O Fallon,76.30000114440918
0,Germany,Käshofen,76.2700023651123
8,Canada,White Rock,75.95999908447266
40,United Kingdom,BURTON IN LONSDALE,75.95999908447266
56,United States,Fenton,75.95999908447266
54,United States,Montgomery,75.95999908447266
31,Netherlands,Kerkrade,75.87999725341797
0,Canada,Fort Vermilion,75.87000274658203
36,United Kingdom,ASKERSWELL,75.86000061035156
64,United States,San Bruno,75.85000038146973
45,United States,Waco,75.79999923706055
1,Australia,MUNIGANEEN,75.6200008392334
0,United Kingdom,CRAIGMYLE HO.,75.54000091552734
32,Netherlands,Nieuwerkerk,75.43000030517578
0,Italy,Alesso,75.30999898910522
43,United States,Delhi,75.13999938964844
37,United Kingdom,STAYLITTLE,75.09999752044678
0,United Kingdom,PLAS ISAF,75.00000190734863
63,United States,Laurel,74.95999908447266
48,United States,St Cloud,74.95999908447266
0,United Kingdom,CRAIGHEAD,74.90999937057495
65,United States,Altamonte Springs,74.8299970626831
50,United States,Charlotte,74.74999797344208
9,Canada,Fulford Harbour,74.62999749183655
0,United States,Helen,74.5999984741211
0,United States,Kennett,74.5999984741211
8,Canada,Stettler,74.48999977111816
5,Australia,MARRICKVILLE,74.45999908447266
64,United States,La Grange,74.45999908447266
40,United Kingdom,GRETNA GREEN,74.43000411987305
66,United States,Toano,74.43000411987305
55,United States,Beltsville,74.43000411987305
61,United States,Milledgeville,74.18000030517578
10,Canada,Didsbury,73.9399995803833
19,Germany,Kranzberg,73.60000228881836
27,Germany,Berßel,73.59999656677246
26,Germany,Neckartenzlingen,73.58000183105469
0,United States,Atascosa,73.58000183105469
62,United States,Newnan,73.58000183105469
5,Australia,CLARE,73.56999969482422
0,France,AUXERRE,73.56999969482422
0,United Kingdom,SOLE STREET,73.56999969482422
36,United Kingdom,LOW HAYGARTH,73.56999969482422
59,United States,Whitestone,73.56999969482422
57,United States,Rehoboth Beach,73.56999969482422
43,United States,Redlands,73.56999969482422
66,United States,Bessemer,73.56999969482422
48,United States,Young Harris,73.56999969482422
51,United States,Monsey,73.52000045776367
45,United States,Monticello,73.4000015258789
54,United States,Lafayette,73.14999771118164
36,United Kingdom,LONGHOPE,73.12000274658203
36,United Kingdom,WHITSON,73.11000061035156
56,United States,Rochelle Park,73.11000061035156
63,United States,Hickory Hills,73.11000061035156
65,United States,Kenner,72.85999917984009
4,Australia,PINEVALE,72.66000366210938
0,Italy,Concesa,72.66000366210938
40,United Kingdom,LLOYNEY,72.66000366210938
56,United States,Shelton,72.66000366210938
66,United States,Shreveport,72.66000366210938
0,Australia,CAROONA,72.55999755859375
6,Australia,ARGOON,72.55999755859375
8,Canada,Granby,72.55999755859375
24,Germany,Frohnhofen,72.55999755859375
12,France,MANOSQUE,72.55999755859375
0,Italy,Cinigiano,72.55999755859375
0,Italy,Quinzanello,72.55999755859375
33,Netherlands,Maassluis,72.55999755859375
42,United Kingdom,SINGLETON,72.55999755859375
36,United Kingdom,IBWORTH,72.55999755859375
42,United Kingdom,CORNHILL,72.55999755859375
66,United States,Akron,72.55999755859375
61,United States,Great Neck,72.55999755859375
49,United States,Litchfield Park,72.55999755859375
48,United States,Pullman,72.55999755859375
51,United States,Palm Springs,72.55999755859375
34,Netherlands,Schiedam,72.53000259399414
18,France,GARGES-LÈS-GONESSE,72.22000122070312
66,United States,Falls Church,72.22000122070312
44,United States,Baltimore,72.22000122070312
50,United States,Auburn,72.18000030517578
24,Germany,Nübel,72.15000009536743
43,United States,South Burlington,71.94999885559082
